;true_mean_curv;mean_curvatureRelErrors
1003;0.0176787618849;1.0
1004;0.016780576942;1.0
1005;0.016780576942;1.0
1006;0.0176787618849;1.0
1007;0.019403966605;1.0
1008;0.0218276807059;1.0
1009;0.024785443127;1.0
1010;0.0281011452434;1.0
1011;0.0316079769842;1.0
1012;0.0351620782903;1.0
1013;0.0386491376375;1.0
1014;0.0419854946152;1.0
1015;0.045114759947;1.0
1016;0.0480027945101;1.0
1017;0.0506330698395;1.0
1018;0.0530004207729;1.0
1019;0.0551090666052;1.0
1020;0.05696752662;1.0
1021;0.0585872181685;1.0
1022;0.0599806537493;1.0
1023;0.0611602115161;1.0
1024;0.0621374044191;1.0
1025;0.0629225275894;1.0
1026;0.0635240626998;1.0
1027;0.0639488348706;1.0
1028;0.0642017417618;1.0
1029;0.0642857238702;1.0
1030;0.0642017588867;1.0
1031;0.0639488609196;1.0
1032;0.0635240522417;1.0
1033;0.0629225285371;1.0
1034;0.0621374285664;1.0
1035;0.0611602145524;1.0
1036;0.0599806434136;1.0
1037;0.0585872194053;1.0
1038;0.0569675138377;1.0
1039;0.0551090758567;1.0
1040;0.0530004141454;1.0
1041;0.0506330685112;1.0
1042;0.0480028015795;1.0
1043;0.0451147658633;1.0
1044;0.0419855071965;1.0
1045;0.0386491384614;1.0
1046;0.0351620227897;1.0
1047;0.0316079983702;1.0
1048;0.0281011243894;1.0
1049;0.0247854159322;1.0
1050;0.0218277141548;1.0
1051;0.0194038870474;1.0
1052;0.017678760722;1.0
1053;0.0167805661609;1.0
1054;0.0167805661609;1.0
1055;0.017678760722;1.0
1056;0.0194038870474;1.0
1057;0.0218277141548;1.0
1058;0.0247854159322;1.0
1059;0.0281011243894;1.0
1060;0.0316079983702;1.0
1061;0.0351620227897;1.0
1062;0.0386491384614;1.0
1063;0.0419855071965;1.0
1064;0.0451147658633;1.0
1065;0.0480028015795;1.0
1066;0.0506330685112;1.0
1067;0.0530004141454;1.0
1068;0.0551090758567;1.0
1069;0.0569675138377;1.0
1070;0.0585872194053;1.0
1071;0.0599806434136;1.0
1072;0.0611602145524;1.0
1073;0.0621374285664;1.0
1074;0.0629225285371;1.0
1075;0.0635240522417;1.0
1076;0.0639488609196;1.0
1077;0.0642017588867;1.0
1078;0.0642857325553;1.0
1079;0.0642017575161;1.0
1080;0.0639488276719;1.0
1081;0.0635240812851;1.0
1082;0.0629225147458;1.0
1083;0.06213741337;1.0
1084;0.0611602152127;1.0
1085;0.0599806382567;1.0
1086;0.0585872311087;1.0
1087;0.0569675199522;1.0
1088;0.0551090739777;1.0
1089;0.0530004172778;1.0
1090;0.0506330686006;1.0
1091;0.0480028006186;1.0
1092;0.0451147520815;1.0
1093;0.0419855085949;1.0
1094;0.0386491125774;1.0
1095;0.0351620522943;1.0
1096;0.0316080143262;1.0
1097;0.0281011054442;1.0
1098;0.0247854672985;1.0
1099;0.0218276737161;1.0
1100;0.0194038858014;1.0
1101;0.0176788180632;1.0
1102;0.0167805814601;1.0
1103;0.0167805814601;1.0
1104;0.0176788180632;1.0
1105;0.0194038858014;1.0
1106;0.0218276737161;1.0
1107;0.0247854672985;1.0
1108;0.0281011054442;1.0
1109;0.0316080143262;1.0
1110;0.0351620522943;1.0
1111;0.0386491125774;1.0
1112;0.0419855085949;1.0
1113;0.0451147520815;1.0
1114;0.0480028006186;1.0
1115;0.0506330686006;1.0
1116;0.0530004172778;1.0
1117;0.0551090739777;1.0
1118;0.0569675199522;1.0
1119;0.0585872311087;1.0
1120;0.0599806382567;1.0
1121;0.0611602152127;1.0
1122;0.06213741337;1.0
1123;0.0629225147458;1.0
1124;0.0635240812851;1.0
1125;0.0639488276719;1.0
1126;0.0642017575161;1.0
1127;0.0642857030339;1.0
1128;0.064201736639;1.0
1129;0.0639488196225;1.0
1130;0.0635240688442;1.0
1131;0.0629225122174;1.0
1132;0.0621374356598;1.0
1133;0.0611602082495;1.0
1134;0.0599806504251;1.0
1135;0.0585872255151;1.0
1136;0.0569675095394;1.0
1137;0.0551090679377;1.0
1138;0.0530004242308;1.0
1139;0.05063306862;1.0
1140;0.0480028027845;1.0
1141;0.0451147607179;1.0
1142;0.0419854980994;1.0
1143;0.0386491415729;1.0
1144;0.0351620321149;1.0
1145;0.0316079500713;1.0
1146;0.028101115899;1.0
1147;0.0247853521788;1.0
1148;0.0218276059075;1.0
1149;0.0194038654258;1.0
1150;0.017678727931;1.0
1151;0.0167807550579;1.0
1152;0.0167807550579;1.0
1153;0.017678727931;1.0
1154;0.0194038654258;1.0
1155;0.0218276059075;1.0
1156;0.0247853521788;1.0
1157;0.028101115899;1.0
1158;0.0316079500713;1.0
1159;0.0351620321149;1.0
1160;0.0386491415729;1.0
1161;0.0419854980994;1.0
1162;0.0451147607179;1.0
1163;0.0480028027845;1.0
1164;0.05063306862;1.0
1165;0.0530004242308;1.0
1166;0.0551090679377;1.0
1167;0.0569675095394;1.0
1168;0.0585872255151;1.0
1169;0.0599806504251;1.0
1170;0.0611602082495;1.0
1171;0.0621374356598;1.0
1172;0.0629225122174;1.0
1173;0.0635240688442;1.0
1174;0.0639488196225;1.0
1175;0.064201736639;1.0
1176;0.0642857094026;1.0
1177;0.0642017253501;1.0
1178;0.0639488428589;1.0
1179;0.0635240467602;1.0
1180;0.0629225238002;1.0
1181;0.0621374276708;1.0
1182;0.0611601961932;1.0
1183;0.0599806572437;1.0
1184;0.0585872258565;1.0
1185;0.0569675056148;1.0
1186;0.0551090641688;1.0
1187;0.0530004137237;1.0
1188;0.0506330688413;1.0
1189;0.0480028010444;1.0
1190;0.0451147624368;1.0
1191;0.0419855115111;1.0
1192;0.0386491628643;1.0
1193;0.0351620261443;1.0
1194;0.0316079604864;1.0
1195;0.0281011360475;1.0
1196;0.0247854640539;1.0
1197;0.021827742471;1.0
1198;0.0194039809971;1.0
1199;0.0176786963889;1.0
1200;0.0167806897379;1.0
1201;0.0167806897379;1.0
1202;0.0176786963889;1.0
1203;0.0194039809971;1.0
1204;0.021827742471;1.0
1205;0.0247854640539;1.0
1206;0.0281011360475;1.0
1207;0.0316079604864;1.0
1208;0.0351620261443;1.0
1209;0.0386491628643;1.0
1210;0.0419855115111;1.0
1211;0.0451147624368;1.0
1212;0.0480028010444;1.0
1213;0.0506330688413;1.0
1214;0.0530004137237;1.0
1215;0.0551090641688;1.0
1216;0.0569675056148;1.0
1217;0.0585872258565;1.0
1218;0.0599806572437;1.0
1219;0.0611601961932;1.0
1220;0.0621374276708;1.0
1221;0.0629225238002;1.0
1222;0.0635240467602;1.0
1223;0.0639488428589;1.0
1224;0.0642017253501;1.0
1225;0.0642857094026;1.0
1226;0.0642017253501;1.0
1227;0.0639488428589;1.0
1228;0.0635240467602;1.0
1229;0.0629225238002;1.0
1230;0.0621374276708;1.0
1231;0.0611601961932;1.0
1232;0.0599806572437;1.0
1233;0.0585872258565;1.0
1234;0.0569675056148;1.0
1235;0.0551090641688;1.0
1236;0.0530004137237;1.0
1237;0.0506330688413;1.0
1238;0.0480028010444;1.0
1239;0.0451147624368;1.0
1240;0.0419855115111;1.0
1241;0.0386491628643;1.0
1242;0.0351620261443;1.0
1243;0.0316079604864;1.0
1244;0.0281011360475;1.0
1245;0.0247854640539;1.0
1246;0.021827742471;1.0
1247;0.0194039809971;1.0
1248;0.0176786963889;1.0
1249;0.0167806897379;1.0
1250;0.0167806897379;1.0
1251;0.0176786963889;1.0
1252;0.0194039809971;1.0
1253;0.021827742471;1.0
1254;0.0247854640539;1.0
1255;0.0281011360475;1.0
1256;0.0316079604864;1.0
1257;0.0351620261443;1.0
1258;0.0386491628643;1.0
1259;0.0419855115111;1.0
1260;0.0451147624368;1.0
1261;0.0480028010444;1.0
1262;0.0506330688413;1.0
1263;0.0530004137237;1.0
1264;0.0551090641688;1.0
1265;0.0569675056148;1.0
1266;0.0585872258565;1.0
1267;0.0599806572437;1.0
1268;0.0611601961932;1.0
1269;0.0621374276708;1.0
1270;0.0629225238002;1.0
1271;0.0635240467602;1.0
1272;0.0639488428589;1.0
1273;0.0642017253501;1.0
1274;0.0642857030339;1.0
1275;0.064201736639;1.0
1276;0.0639488196225;1.0
1277;0.0635240688442;1.0
1278;0.0629225122174;1.0
1279;0.0621374356598;1.0
1280;0.0611602082495;1.0
1281;0.0599806504251;1.0
1282;0.0585872255151;1.0
1283;0.0569675095394;1.0
1284;0.0551090679377;1.0
1285;0.0530004242308;1.0
1286;0.05063306862;1.0
1287;0.0480028027845;1.0
1288;0.0451147607179;1.0
1289;0.0419854980994;1.0
1290;0.0386491415729;1.0
1291;0.0351620321149;1.0
1292;0.0316079500713;1.0
1293;0.028101115899;1.0
1294;0.0247853521788;1.0
1295;0.0218276059075;1.0
1296;0.0194038654258;1.0
1297;0.017678727931;1.0
1298;0.0167807550579;1.0
1299;0.0167807550579;1.0
1300;0.017678727931;1.0
1301;0.0194038654258;1.0
1302;0.0218276059075;1.0
1303;0.0247853521788;1.0
1304;0.028101115899;1.0
1305;0.0316079500713;1.0
1306;0.0351620321149;1.0
1307;0.0386491415729;1.0
1308;0.0419854980994;1.0
1309;0.0451147607179;1.0
1310;0.0480028027845;1.0
1311;0.05063306862;1.0
1312;0.0530004242308;1.0
1313;0.0551090679377;1.0
1314;0.0569675095394;1.0
1315;0.0585872255151;1.0
1316;0.0599806504251;1.0
1317;0.0611602082495;1.0
1318;0.0621374356598;1.0
1319;0.0629225122174;1.0
1320;0.0635240688442;1.0
1321;0.0639488196225;1.0
1322;0.064201736639;1.0
1323;0.0642857325553;1.0
1324;0.0642017575161;1.0
1325;0.0639488276719;1.0
1326;0.0635240812851;1.0
1327;0.0629225147458;1.0
1328;0.06213741337;1.0
1329;0.0611602152127;1.0
1330;0.0599806382567;1.0
1331;0.0585872311087;1.0
1332;0.0569675199522;1.0
1333;0.0551090739777;1.0
1334;0.0530004172778;1.0
1335;0.0506330686006;1.0
1336;0.0480028006186;1.0
1337;0.0451147520815;1.0
1338;0.0419855085949;1.0
1339;0.0386491125774;1.0
1340;0.0351620522943;1.0
1341;0.0316080143262;1.0
1342;0.0281011054442;1.0
1343;0.0247854672985;1.0
1344;0.0218276737161;1.0
1345;0.0194038858014;1.0
1346;0.0176788180632;1.0
1347;0.0167805814601;1.0
1348;0.0167805814601;1.0
1349;0.0176788180632;1.0
1350;0.0194038858014;1.0
1351;0.0218276737161;1.0
1352;0.0247854672985;1.0
1353;0.0281011054442;1.0
1354;0.0316080143262;1.0
1355;0.0351620522943;1.0
1356;0.0386491125774;1.0
1357;0.0419855085949;1.0
1358;0.0451147520815;1.0
1359;0.0480028006186;1.0
1360;0.0506330686006;1.0
1361;0.0530004172778;1.0
1362;0.0551090739777;1.0
1363;0.0569675199522;1.0
1364;0.0585872311087;1.0
1365;0.0599806382567;1.0
1366;0.0611602152127;1.0
1367;0.06213741337;1.0
1368;0.0629225147458;1.0
1369;0.0635240812851;1.0
1370;0.0639488276719;1.0
1371;0.0642017575161;1.0
1372;0.0642857238702;1.0
1373;0.0642017588867;1.0
1374;0.0639488609196;1.0
1375;0.0635240522417;1.0
1376;0.0629225285371;1.0
1377;0.0621374285664;1.0
1378;0.0611602145524;1.0
1379;0.0599806434136;1.0
1380;0.0585872194053;1.0
1381;0.0569675138377;1.0
1382;0.0551090758567;1.0
1383;0.0530004141454;1.0
1384;0.0506330685112;1.0
1385;0.0480028015795;1.0
1386;0.0451147658633;1.0
1387;0.0419855071965;1.0
1388;0.0386491384614;1.0
1389;0.0351620227897;1.0
1390;0.0316079983702;1.0
1391;0.0281011243894;1.0
1392;0.0247854159322;1.0
1393;0.0218277141548;1.0
1394;0.0194038870474;1.0
1395;0.017678760722;1.0
1396;0.0167805661609;1.0
1397;0.0167805661609;1.0
1398;0.017678760722;1.0
1399;0.0194038870474;1.0
1400;0.0218277141548;1.0
1401;0.0247854159322;1.0
1402;0.0281011243894;1.0
1403;0.0316079983702;1.0
1404;0.0351620227897;1.0
1405;0.0386491384614;1.0
1406;0.0419855071965;1.0
1407;0.0451147658633;1.0
1408;0.0480028015795;1.0
1409;0.0506330685112;1.0
1410;0.0530004141454;1.0
1411;0.0551090758567;1.0
1412;0.0569675138377;1.0
1413;0.0585872194053;1.0
1414;0.0599806434136;1.0
1415;0.0611602145524;1.0
1416;0.0621374285664;1.0
1417;0.0629225285371;1.0
1418;0.0635240522417;1.0
1419;0.0639488609196;1.0
1420;0.0642017588867;1.0
1421;0.0642857136229;1.0
1422;0.0642017417618;1.0
1423;0.0639488348706;1.0
1424;0.0635240626998;1.0
1425;0.0629225275894;1.0
1426;0.0621374044191;1.0
1427;0.0611602115161;1.0
1428;0.0599806537493;1.0
1429;0.0585872181685;1.0
1430;0.05696752662;1.0
1431;0.0551090666052;1.0
1432;0.0530004207729;1.0
1433;0.0506330698395;1.0
1434;0.0480027945101;1.0
1435;0.045114759947;1.0
1436;0.0419854946152;1.0
1437;0.0386491376375;1.0
1438;0.0351620782903;1.0
1439;0.0316079769842;1.0
1440;0.0281011452434;1.0
1441;0.024785443127;1.0
1442;0.0218276807059;1.0
1443;0.019403966605;1.0
1444;0.0176787618849;1.0
1445;0.016780576942;1.0
1446;0.016780576942;1.0
1447;0.0176787618849;1.0
1448;0.019403966605;1.0
1449;0.0218276807059;1.0
1450;0.024785443127;1.0
1451;0.0281011452434;1.0
1452;0.0316079769842;1.0
1453;0.0351620782903;1.0
1454;0.0386491376375;1.0
1455;0.0419854946152;1.0
1456;0.045114759947;1.0
1457;0.0480027945101;1.0
1458;0.0506330698395;1.0
1459;0.0530004207729;1.0
1460;0.0551090666052;1.0
1461;0.05696752662;1.0
1462;0.0585872181685;1.0
1463;0.0599806537493;1.0
1464;0.0611602115161;1.0
1465;0.0621374044191;1.0
1466;0.0629225275894;1.0
1467;0.0635240626998;1.0
1468;0.0639488348706;1.0
1469;0.0642017417618;1.0
1470;0.0642857152478;1.0
1471;0.0642017334884;1.0
1472;0.0639488292146;1.0
1473;0.0635240807837;1.0
1474;0.0629225196654;1.0
1475;0.0621374206329;1.0
1476;0.0611601942533;1.0
1477;0.0599806567801;1.0
1478;0.058587225365;1.0
1479;0.0569675135879;1.0
1480;0.0551090664807;1.0
1481;0.0530004190116;1.0
1482;0.0506330687591;1.0
1483;0.048002802164;1.0
1484;0.0451147710438;1.0
1485;0.0419855205167;1.0
1486;0.038649148972;1.0
1487;0.0351620556022;1.0
1488;0.0316079903972;1.0
1489;0.0281011125832;1.0
1490;0.024785484882;1.0
1491;0.0218277543738;1.0
1492;0.0194039817203;1.0
1493;0.0176787156834;1.0
1494;0.0167805911996;1.0
1495;0.0167805911996;1.0
1496;0.0176787156834;1.0
1497;0.0194039817203;1.0
1498;0.0218277543738;1.0
1499;0.024785484882;1.0
1500;0.0281011125832;1.0
1501;0.0316079903972;1.0
1502;0.0351620556022;1.0
1503;0.038649148972;1.0
1504;0.0419855205167;1.0
1505;0.0451147710438;1.0
1506;0.048002802164;1.0
1507;0.0506330687591;1.0
1508;0.0530004190116;1.0
1509;0.0551090664807;1.0
1510;0.0569675135879;1.0
1511;0.058587225365;1.0
1512;0.0599806567801;1.0
1513;0.0611601942533;1.0
1514;0.0621374206329;1.0
1515;0.0629225196654;1.0
1516;0.0635240807837;1.0
1517;0.0639488292146;1.0
1518;0.0642017334884;1.0
1519;0.0642857316378;1.0
1520;0.0642017375785;1.0
1521;0.0639488327723;1.0
1522;0.0635240639404;1.0
1523;0.0629225272149;1.0
1524;0.0621374445617;1.0
1525;0.0611602137888;1.0
1526;0.0599806412971;1.0
1527;0.0585872187693;1.0
1528;0.0569675094766;1.0
1529;0.0551090771596;1.0
1530;0.0530004226284;1.0
1531;0.050633069487;1.0
1532;0.0480028007793;1.0
1533;0.04511476352;1.0
1534;0.0419855000209;1.0
1535;0.0386491558329;1.0
1536;0.0351620572604;1.0
1537;0.0316080072077;1.0
1538;0.0281011178481;1.0
1539;0.0247854118499;1.0
1540;0.0218276992868;1.0
1541;0.0194039210386;1.0
1542;0.017678756295;1.0
1543;0.0167806490865;1.0
1544;0.0167806490865;1.0
1545;0.017678756295;1.0
1546;0.0194039210386;1.0
1547;0.0218276992868;1.0
1548;0.0247854118499;1.0
1549;0.0281011178481;1.0
1550;0.0316080072077;1.0
1551;0.0351620572604;1.0
1552;0.0386491558329;1.0
1553;0.0419855000209;1.0
1554;0.04511476352;1.0
1555;0.0480028007793;1.0
1556;0.050633069487;1.0
1557;0.0530004226284;1.0
1558;0.0551090771596;1.0
1559;0.0569675094766;1.0
1560;0.0585872187693;1.0
1561;0.0599806412971;1.0
1562;0.0611602137888;1.0
1563;0.0621374445617;1.0
1564;0.0629225272149;1.0
1565;0.0635240639404;1.0
1566;0.0639488327723;1.0
1567;0.0642017375785;1.0
1568;0.0642857203798;1.0
1569;0.0642017425096;1.0
1570;0.0639488294604;1.0
1571;0.0635240607493;1.0
1572;0.0629225178154;1.0
1573;0.0621374276808;1.0
1574;0.0611602120457;1.0
1575;0.0599806501287;1.0
1576;0.0585872318633;1.0
1577;0.0569675291779;1.0
1578;0.055109078667;1.0
1579;0.0530004199747;1.0
1580;0.0506330685298;1.0
1581;0.0480028047248;1.0
1582;0.0451147657814;1.0
1583;0.0419854930012;1.0
1584;0.0386491529419;1.0
1585;0.0351620477493;1.0
1586;0.0316080314735;1.0
1587;0.0281011233214;1.0
1588;0.0247853704085;1.0
1589;0.021827650593;1.0
1590;0.0194039108382;1.0
1591;0.0176786618646;1.0
1592;0.0167805855884;1.0
1593;0.0167805855884;1.0
1594;0.0176786618646;1.0
1595;0.0194039108382;1.0
1596;0.021827650593;1.0
1597;0.0247853704085;1.0
1598;0.0281011233214;1.0
1599;0.0316080314735;1.0
1600;0.0351620477493;1.0
1601;0.0386491529419;1.0
1602;0.0419854930012;1.0
1603;0.0451147657814;1.0
1604;0.0480028047248;1.0
1605;0.0506330685298;1.0
1606;0.0530004199747;1.0
1607;0.055109078667;1.0
1608;0.0569675291779;1.0
1609;0.0585872318633;1.0
1610;0.0599806501287;1.0
1611;0.0611602120457;1.0
1612;0.0621374276808;1.0
1613;0.0629225178154;1.0
1614;0.0635240607493;1.0
1615;0.0639488294604;1.0
1616;0.0642017425096;1.0
1617;0.064285712879;1.0
1618;0.0642017306417;1.0
1619;0.0639488374059;1.0
1620;0.0635240706737;1.0
1621;0.0629225198067;1.0
1622;0.062137429657;1.0
1623;0.0611601957711;1.0
1624;0.0599806663882;1.0
1625;0.0585872382092;1.0
1626;0.056967518648;1.0
1627;0.0551090714592;1.0
1628;0.053000416697;1.0
1629;0.0506330680476;1.0
1630;0.0480027954842;1.0
1631;0.0451147579094;1.0
1632;0.0419855111787;1.0
1633;0.0386491272872;1.0
1634;0.0351620434927;1.0
1635;0.0316080276913;1.0
1636;0.0281011522418;1.0
1637;0.0247854263421;1.0
1638;0.0218276680655;1.0
1639;0.0194040021844;1.0
1640;0.0176787435046;1.0
1641;0.0167806457416;1.0
1642;0.0167806457416;1.0
1643;0.0176787435046;1.0
1644;0.0194040021844;1.0
1645;0.0218276680655;1.0
1646;0.0247854263421;1.0
1647;0.0281011522418;1.0
1648;0.0316080276913;1.0
1649;0.0351620434927;1.0
1650;0.0386491272872;1.0
1651;0.0419855111787;1.0
1652;0.0451147579094;1.0
1653;0.0480027954842;1.0
1654;0.0506330680476;1.0
1655;0.053000416697;1.0
1656;0.0551090714592;1.0
1657;0.056967518648;1.0
1658;0.0585872382092;1.0
1659;0.0599806663882;1.0
1660;0.0611601957711;1.0
1661;0.062137429657;1.0
1662;0.0629225198067;1.0
1663;0.0635240706737;1.0
1664;0.0639488374059;1.0
1665;0.0642017306417;1.0
1666;0.0642857085585;1.0
1667;0.0642017638151;1.0
1668;0.0639488296179;1.0
1669;0.0635240711536;1.0
1670;0.0629224974295;1.0
1671;0.0621374378152;1.0
1672;0.0611601994252;1.0
1673;0.059980644495;1.0
1674;0.0585872101583;1.0
1675;0.0569675118296;1.0
1676;0.0551090721131;1.0
1677;0.0530004194706;1.0
1678;0.050633069124;1.0
1679;0.0480028020322;1.0
1680;0.0451147574814;1.0
1681;0.0419855156454;1.0
1682;0.0386491192135;1.0
1683;0.0351620614597;1.0
1684;0.0316080164874;1.0
1685;0.0281011840367;1.0
1686;0.0247853977157;1.0
1687;0.02182766089;1.0
1688;0.0194038953907;1.0
1689;0.0176787400457;1.0
1690;0.0167806374043;1.0
1691;0.0167806374043;1.0
1692;0.0176787400457;1.0
1693;0.0194038953907;1.0
1694;0.02182766089;1.0
1695;0.0247853977157;1.0
1696;0.0281011840367;1.0
1697;0.0316080164874;1.0
1698;0.0351620614597;1.0
1699;0.0386491192135;1.0
1700;0.0419855156454;1.0
1701;0.0451147574814;1.0
1702;0.0480028020322;1.0
1703;0.050633069124;1.0
1704;0.0530004194706;1.0
1705;0.0551090721131;1.0
1706;0.0569675118296;1.0
1707;0.0585872101583;1.0
1708;0.059980644495;1.0
1709;0.0611601994252;1.0
1710;0.0621374378152;1.0
1711;0.0629224974295;1.0
1712;0.0635240711536;1.0
1713;0.0639488296179;1.0
1714;0.0642017638151;1.0
1715;0.064285704807;1.0
1716;0.0642017565175;1.0
1717;0.0639488485365;1.0
1718;0.0635240504327;1.0
1719;0.062922526706;1.0
1720;0.0621374261452;1.0
1721;0.061160202512;1.0
1722;0.0599806421108;1.0
1723;0.0585872094963;1.0
1724;0.0569675272775;1.0
1725;0.0551090768101;1.0
1726;0.0530004169143;1.0
1727;0.050633068461;1.0
1728;0.0480027957072;1.0
1729;0.045114766216;1.0
1730;0.0419854901089;1.0
1731;0.0386491473713;1.0
1732;0.0351620628405;1.0
1733;0.0316079511063;1.0
1734;0.0281011021103;1.0
1735;0.0247853610922;1.0
1736;0.0218276667706;1.0
1737;0.0194039587006;1.0
1738;0.0176787123114;1.0
1739;0.0167805501951;1.0
1740;0.0167805501951;1.0
1741;0.0176787123114;1.0
1742;0.0194039587006;1.0
1743;0.0218276667706;1.0
1744;0.0247853610922;1.0
1745;0.0281011021103;1.0
1746;0.0316079511063;1.0
1747;0.0351620628405;1.0
1748;0.0386491473713;1.0
1749;0.0419854901089;1.0
1750;0.045114766216;1.0
1751;0.0480027957072;1.0
1752;0.050633068461;1.0
1753;0.0530004169143;1.0
1754;0.0551090768101;1.0
1755;0.0569675272775;1.0
1756;0.0585872094963;1.0
1757;0.0599806421108;1.0
1758;0.061160202512;1.0
1759;0.0621374261452;1.0
1760;0.062922526706;1.0
1761;0.0635240504327;1.0
1762;0.0639488485365;1.0
1763;0.0642017565175;1.0
1764;0.0642857019986;1.0
1765;0.0642017618605;1.0
1766;0.0639488509062;1.0
1767;0.0635240675736;1.0
1768;0.0629225179583;1.0
1769;0.0621374194604;1.0
1770;0.0611601987172;1.0
1771;0.0599806393122;1.0
1772;0.0585872374688;1.0
1773;0.0569675184089;1.0
1774;0.055109071433;1.0
1775;0.0530004190396;1.0
1776;0.0506330693216;1.0
1777;0.0480028003813;1.0
1778;0.0451147719754;1.0
1779;0.0419855094814;1.0
1780;0.038649155585;1.0
1781;0.0351620056688;1.0
1782;0.0316079626204;1.0
1783;0.0281011563257;1.0
1784;0.0247853880105;1.0
1785;0.0218276291116;1.0
1786;0.0194039839285;1.0
1787;0.0176786258475;1.0
1788;0.016780573201;1.0
1789;0.016780573201;1.0
1790;0.0176786258475;1.0
1791;0.0194039839285;1.0
1792;0.0218276291116;1.0
1793;0.0247853880105;1.0
1794;0.0281011563257;1.0
1795;0.0316079626204;1.0
1796;0.0351620056688;1.0
1797;0.038649155585;1.0
1798;0.0419855094814;1.0
1799;0.0451147719754;1.0
1800;0.0480028003813;1.0
1801;0.0506330693216;1.0
1802;0.0530004190396;1.0
1803;0.055109071433;1.0
1804;0.0569675184089;1.0
1805;0.0585872374688;1.0
1806;0.0599806393122;1.0
1807;0.0611601987172;1.0
1808;0.0621374194604;1.0
1809;0.0629225179583;1.0
1810;0.0635240675736;1.0
1811;0.0639488509062;1.0
1812;0.0642017618605;1.0
1813;0.0642857220251;1.0
1814;0.0642017253692;1.0
1815;0.0639488520347;1.0
1816;0.0635240480554;1.0
1817;0.0629225038434;1.0
1818;0.0621374163227;1.0
1819;0.0611601927864;1.0
1820;0.0599806662227;1.0
1821;0.0585872283666;1.0
1822;0.0569675192346;1.0
1823;0.055109064962;1.0
1824;0.0530004227765;1.0
1825;0.0506330691642;1.0
1826;0.0480027975543;1.0
1827;0.0451147639027;1.0
1828;0.0419855115707;1.0
1829;0.0386491103772;1.0
1830;0.0351620214909;1.0
1831;0.0316079973051;1.0
1832;0.0281011508841;1.0
1833;0.0247854540216;1.0
1834;0.0218276739375;1.0
1835;0.0194039864736;1.0
1836;0.0176787045021;1.0
1837;0.0167805922315;1.0
1838;0.0167805922315;1.0
1839;0.0176787045021;1.0
1840;0.0194039864736;1.0
1841;0.0218276739375;1.0
1842;0.0247854540216;1.0
1843;0.0281011508841;1.0
1844;0.0316079973051;1.0
1845;0.0351620214909;1.0
1846;0.0386491103772;1.0
1847;0.0419855115707;1.0
1848;0.0451147639027;1.0
1849;0.0480027975543;1.0
1850;0.0506330691642;1.0
1851;0.0530004227765;1.0
1852;0.055109064962;1.0
1853;0.0569675192346;1.0
1854;0.0585872283666;1.0
1855;0.0599806662227;1.0
1856;0.0611601927864;1.0
1857;0.0621374163227;1.0
1858;0.0629225038434;1.0
1859;0.0635240480554;1.0
1860;0.0639488520347;1.0
1861;0.0642017253692;1.0
1862;0.0642856992162;1.0
1863;0.0642017489561;1.0
1864;0.0639488400268;1.0
1865;0.0635240623125;1.0
1866;0.0629225343674;1.0
1867;0.0621374094563;1.0
1868;0.0611601931686;1.0
1869;0.0599806572117;1.0
1870;0.058587229164;1.0
1871;0.056967514953;1.0
1872;0.0551090793829;1.0
1873;0.0530004172771;1.0
1874;0.0506330678346;1.0
1875;0.0480027972215;1.0
1876;0.0451147704723;1.0
1877;0.0419855180366;1.0
1878;0.0386491655591;1.0
1879;0.0351620334314;1.0
1880;0.0316079868038;1.0
1881;0.0281011752853;1.0
1882;0.0247854367324;1.0
1883;0.0218275905737;1.0
1884;0.0194038608245;1.0
1885;0.0176787793387;1.0
1886;0.0167806356831;1.0
1887;0.0167806356831;1.0
1888;0.0176787793387;1.0
1889;0.0194038608245;1.0
1890;0.0218275905737;1.0
1891;0.0247854367324;1.0
1892;0.0281011752853;1.0
1893;0.0316079868038;1.0
1894;0.0351620334314;1.0
1895;0.0386491655591;1.0
1896;0.0419855180366;1.0
1897;0.0451147704723;1.0
1898;0.0480027972215;1.0
1899;0.0506330678346;1.0
1900;0.0530004172771;1.0
1901;0.0551090793829;1.0
1902;0.056967514953;1.0
1903;0.058587229164;1.0
1904;0.0599806572117;1.0
1905;0.0611601931686;1.0
1906;0.0621374094563;1.0
1907;0.0629225343674;1.0
1908;0.0635240623125;1.0
1909;0.0639488400268;1.0
1910;0.0642017489561;1.0
1911;0.0642857046191;1.0
1912;0.0642017290565;1.0
1913;0.0639488551036;1.0
1914;0.0635240822764;1.0
1915;0.062922535618;1.0
1916;0.0621374233768;1.0
1917;0.0611602008889;1.0
1918;0.0599806481609;1.0
1919;0.0585872123093;1.0
1920;0.0569675224809;1.0
1921;0.0551090651425;1.0
1922;0.0530004219101;1.0
1923;0.0506330681331;1.0
1924;0.0480028028371;1.0
1925;0.0451147702001;1.0
1926;0.0419855066387;1.0
1927;0.0386491425679;1.0
1928;0.0351620451936;1.0
1929;0.0316080350918;1.0
1930;0.0281012117801;1.0
1931;0.0247854045494;1.0
1932;0.0218276694962;1.0
1933;0.0194039243541;1.0
1934;0.0176787076874;1.0
1935;0.0167806246913;1.0
1936;0.0167806246913;1.0
1937;0.0176787076874;1.0
1938;0.0194039243541;1.0
1939;0.0218276694962;1.0
1940;0.0247854045494;1.0
